#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Canonicalform|Canonical
#T_SP=webanno.custom.Category|Category
#T_SP=webanno.custom.Definitionelement|Def_element
#T_SP=webanno.custom.Relation|Relation
#T_SP=webanno.custom.Relation_definitor|Rel_verb_frame


#Text=pitted plain :  Plain having numerous small closely spaced closed depressions.
13-12	1991-1994	and	_	_	_	HAS\_LOCATION[70]	_	
13-13	1995-2002	becomes	_	_	_	HAS\_LOCATION[70]	_	
13-14	2003-2004	a	_	_	_	HAS\_LOCATION[70]	_	
13-15	2005-2012	surface	_	D.1 Abiotic[26]	_	HAS\_LOCATION[70]	_	
13-16	2013-2019	stream	_	D.1 Abiotic[26]	_	HAS\_LOCATION[70]	_	
13-17	2019-2020	.	_	_	_	_	_	
13-18	2021-2023	In	_	_	_	_	_	
13-19	2024-2032	European	_	_	_	_	_	
13-20	2033-2043	literature	_	_	_	_	_	
13-21	2043-2044	,	_	_	_	_	_	
13-22	2045-2048	the	_	_	_	_	_	
13-23	2049-2053	term	_	_	_	_	_	
13-24	2054-2056	is	_	_	_	_	_	
13-25	2057-2065	reserved	_	_	_	_	_	
13-26	2066-2069	for	_	_	_	_	_	
13-27	2070-2073	the	_	_	_	_	_	
13-28	2074-2085	reemergence	_	_	_	_	_	
13-29	2086-2088	of	_	_	_	_	_	
13-30	2089-2090	a	_	_	_	_	_	
13-31	2091-2097	stream	_	_	_	_	_	
13-32	2098-2102	that	_	_	_	_	_	
13-33	2103-2106	has	_	_	_	_	_	
13-34	2107-2114	earlier	_	_	_	_	_	
13-35	2115-2119	sunk	_	_	_	_	_	
13-36	2120-2128	upstream	_	_	_	_	_	
13-37	2128-2129	;	_	_	_	_	_	
13-38	2130-2133	the	_	_	_	_	_	
13-39	2134-2138	term	_	_	_	_	_	
13-40	2139-2149	exsurgence	_	_	_	_	_	
13-41	2150-2152	is	_	_	_	_	_	
13-42	2153-2160	applied	_	_	_	_	_	
13-43	2161-2163	to	_	_	_	_	_	
13-44	2164-2165	a	_	_	_	_	_	
13-45	2166-2172	stream	_	_	_	_	_	
13-46	2173-2180	without	_	_	_	_	_	
13-47	2181-2186	known	_	_	_	_	_	
13-48	2187-2194	surface	_	_	_	_	_	
13-49	2195-2205	headwaters	_	_	_	_	_	
13-50	2205-2206	.	_	_	_	_	_	

#Text=rice paddy :  In a cave, a terraced rimstone pool.
14-1	2207-2211	rice	_	A.3 Hydrological form[27]	DEFINIENDUM[39]	_	_	
14-2	2212-2217	paddy	_	A.3 Hydrological form[27]	DEFINIENDUM[39]	_	_	
14-3	2218-2219	:	_	_	_	_	_	
14-4	2221-2223	In	_	_	_	HAS\_LOCATION[71]	frame\_LOCATION	
14-5	2224-2225	a	_	_	_	HAS\_LOCATION[71]	_	
14-6	2226-2230	cave	_	A.2 Underground landform	_	HAS\_LOCATION[71]	_	
14-7	2230-2231	,	_	_	_	_	_	
14-8	2232-2233	a	_	_	_	_	_	
14-9	2234-2242	terraced	_	_	_	HAS\_FORM[72]	_	
14-10	2243-2251	rimstone	_	A.2 Underground landform	_	HAS\_FORM[72]	_	
14-11	2252-2256	pool	_	D.1 Abiotic	GENUS[40]	_	_	
14-12	2256-2257	.	_	_	GENUS[40]	_	_	

#Text=rift :  A long narrow high cave passage controlled by joints or faults.
15-1	2258-2262	rift	_	A.2 Underground landform	DEFINIENDUM	_	_	
15-2	2263-2264	:	_	_	_	_	_	
15-3	2266-2267	A	_	_	_	_	_	
15-4	2268-2272	long	_	_	_	HAS\_FORM[73]	_	
15-5	2273-2279	narrow	_	_	_	HAS\_FORM[73]	_	
15-6	2280-2284	high	_	_	_	HAS\_FORM[73]	_	
15-7	2285-2289	cave	_	A.2 Underground landform[28]	GENUS[41]	_	_	
15-8	2290-2297	passage	_	A.2 Underground landform[28]	GENUS[41]	_	_	
15-9	2298-2308	controlled	_	_	_	HAS\_CAUSE[74]	frame\_CAUSE[87]	
15-10	2309-2311	by	_	_	_	HAS\_CAUSE[74]	frame\_CAUSE[87]	
15-11	2312-2318	joints	_	D.1 Abiotic	_	HAS\_CAUSE[74]	_	
15-12	2319-2321	or	_	_	_	HAS\_CAUSE[74]	_	
15-13	2322-2328	faults	_	D.1 Abiotic	_	HAS\_CAUSE[74]	_	
15-14	2328-2329	.	_	_	_	HAS\_CAUSE[74]	_	
